amplitude damping_time frequency phase psi t0
1.9566069956707914e-22 0.3151023644693451 1384.5298743458732 0.20568200200418918 1.3543566329111942 1165577778.8642902
4.451488587180454e-23 0.14389423637401808 1447.8588780486264 0.028733217029088154 1.3615709900748183 1165577779.5025017
3.0251895285880194e-22 0.1363782087452955 1364.879228069346 0.9524934929982249 0.7493411310372091 1165577778.6916041
1.0068400010819738e-22 0.24525838631969793 1411.184980422705 0.7361530058990997 1.493939418487587 1165577778.5615466
3.0567921840119594e-23 0.3714144316272018 1372.2400054080285 0.004760553747908514 1.5387286482814244 1165577779.1126053
4.869081667448505e-22 0.3701288321906469 1299.0350010333852 -0.49810506026202606 1.4144150533579336 1165577778.6677647
2.042093868587431e-22 0.3806652797850709 1474.1566782615098 0.027890947837278413 0.9277910897857229 1165577779.040246
1.456369175160896e-22 0.08383159600188525 1292.0600732501275 1.2497405438271758 0.5683840577668228 1165577779.3764548
1.439759814622027e-22 0.39648679537322185 1309.318982571879 0.6406790156604818 0.417512480478627 1165577778.5616155
4.907484270245088e-22 0.27577636252015725 1463.083560159017 1.5166060679219178 1.2380616807787361 1165577779.0376475
1.9733557414559888e-22 0.22024354054716622 1399.2165497256265 0.38031929043098067 0.15093714707112427 1165577779.1351757
2.1706639494822596e-22 0.17747922704914915 1434.171783704751 0.3984780048877201 0.19295518254142524 1165577779.1582403
1.301571052642035e-22 0.08335448673796561 1351.82629563946 -0.7752078865473719 1.1294036603416486 1165577779.8753417
4.582178112577637e-22 0.4363918821310022 1429.3351293042826 1.147504519676839 0.763702471677553 1165577778.1413472
1.3510800188760913e-22 0.4347778271300717 1356.2560619761266 -1.2148616759529274 1.2195870602528116 1165577778.019634
2.2735351510790725e-23 0.4746105362911056 1421.722212057492 -0.16768385919123951 0.8259106151933272 1165577779.0918555
7.62525830874622e-22 0.44932139879252325 1296.3075344843996 -0.740269397444355 1.5525688377883122 1165577778.1169212
4.9300856679450656e-23 0.4549109686860859 1379.048470595678 1.0672941365366069 1.257981560500691 1165577779.8126776
2.59004463799638e-22 0.3619002554116981 1468.0603100835528 -1.2202613008671113 1.3026139672485944 1165577779.3048968
1.293168248395479e-22 0.29348191720099076 1398.0383305426517 -0.4991269698750349 0.5525353484607404 1165577779.818362
8.170390169012262e-23 0.43946861571126256 1372.9152729330917 1.3183192438524776 1.4446618403870264 1165577779.6836581
1.7391426926405896e-22 0.15146390282028727 1307.529664338405 -1.1593539723171549 0.034158983392788674 1165577779.3894782
4.4567500020585607e-23 0.25847956399144656 1354.4311183637715 -0.6134964434521092 0.9492394448166858 1165577778.949146
1.5173057598294129e-22 0.23252999428347304 1285.824155489508 0.2931103542461575 0.4593031846810186 1165577778.5940888
7.091948560620123e-22 0.2059193952938846 1283.697135335048 1.550498974878912 0.7950798509495117 1165577778.4948466
5.468738511355148e-23 0.21694783858246014 1380.2210369135432 0.46343474465454415 1.0048974269989654 1165577779.3446884
1.907729420437614e-22 0.07517466119938715 1475.492317592651 0.6784836952905726 1.3767183843555764 1165577779.7716813
5.886351019172011e-23 0.08304506462128124 1347.3174768677484 0.6003678791764924 1.0875144074359846 1165577779.009869
2.977029769840926e-23 0.4835231869160141 1292.3195412287935 1.521140049021116 1.130411966784414 1165577778.6251595
4.3741992536187845e-23 0.13604190120064835 1418.6646769403483 1.3397496365225168 0.9108833644410708 1165577779.7676709
6.789304432156082e-22 0.374998837753437 1353.1240800942498 1.1922913775437034 1.4465769201356664 1165577778.2156317
3.222555478691036e-22 0.17520517317143214 1365.5720382839506 0.5704579532546372 1.2526783597274078 1165577778.6960394
2.041616819947496e-22 0.3036757413455788 1328.588751965892 -0.6419222821991774 0.7561183483437542 1165577778.7422967
5.456725138018535e-23 0.0818352775802548 1290.2943877622315 0.007713635316723977 0.6553688674582605 1165577779.519924
3.4376067766420484e-22 0.38429211679304287 1427.8964013805175 0.22972832759312323 1.0068939091583038 1165577778.098615
7.395125461250939e-23 0.3070794855899741 1337.9577177720594 1.1851282799970821 0.17042547423291957 1165577779.7895982
2.538516344699865e-23 0.30027353058165324 1382.3502050554532 -1.0862591913529585 1.4906209105705543 1165577779.3102937
3.6707269028849476e-23 0.29482428347157524 1366.2470479632373 -0.3024219927977365 0.041288757077965976 1165577779.130978
1.349943630106895e-23 0.4790497099896319 1305.3644073642035 0.14849893070794562 0.9947405969986161 1165577779.5449758
2.4248570442654883e-23 0.16176618680182409 1422.6516353112568 1.0290701952001777 0.0073282606364929535 1165577779.132316
5.656480579685243e-23 0.43904963015611365 1449.600408751474 0.07060171456688358 1.2678948337589762 1165577778.514036
6.891682869835555e-22 0.38798412092296464 1475.1019806047811 -0.3225628642589897 0.12649723545965114 1165577779.7189357
3.193572568257027e-22 0.3431656653472479 1385.6413321858047 0.1950999384546266 0.8917549244794751 1165577778.2023273
4.3099009704263965e-23 0.39399119097926477 1286.6437532153698 -0.8350126178667291 1.12655956615637 1165577778.2974944
3.161550715580638e-22 0.373738129440026 1427.331821413666 -0.3351679717095717 0.2384822452976093 1165577779.1825652
6.895864485225856e-23 0.19200089687777483 1349.5114898731658 -1.148727532705908 0.6034439019608628 1165577779.2585216
5.76286055464423e-22 0.29288379593815966 1458.462329826037 -0.11695236913121176 0.8977116648798226 1165577778.1805499
5.182136526329225e-23 0.17217570318076564 1387.3888337154942 0.5578261593604523 1.1424605488208521 1165577779.884946
2.8666109867334844e-23 0.4225516849955289 1373.9717005736034 -0.3068554811536346 0.7967647270698784 1165577779.634932
1.315653724062521e-23 0.3517386947263572 1450.368146226728 0.6968084439861624 0.7513600570518587 1165577779.1439564
6.370138894571634e-23 0.4573003933668396 1356.144093385549 0.6618323928917014 0.3685649618577274 1165577779.1170173
7.980106877661648e-23 0.3898964373801274 1330.8469742776297 0.5202968805946662 1.2657815284665976 1165577779.5562859
2.6402902145941438e-23 0.20106463742487118 1449.1079635529018 1.3313606279458967 0.7362338786372205 1165577778.8860073
1.7215510179217353e-22 0.22045524785967874 1284.8041108324414 0.6517935670476955 0.24951466545102202 1165577779.76035
3.710169314241786e-23 0.1542245851441018 1343.9040974240268 -0.4806467861658581 1.0967761542581782 1165577779.9963868
2.850197592136743e-23 0.38706727051858797 1407.6457593706286 -0.5257533703792381 0.9025353900491647 1165577779.8888674
2.139064856488145e-22 0.3005711139935151 1301.1038744974112 0.005006646772125478 0.27388431416670156 1165577778.8577347
4.774464660014038e-23 0.4071078399536001 1435.2831562044928 0.4623461016625532 0.09731943608133856 1165577779.8274872
6.203154204588279e-23 0.08444811591810122 1392.435519800417 -0.8874288535526773 1.2504856686877939 1165577779.7673287
1.6094837114752735e-22 0.28869486208997314 1474.076268890399 -1.0839595738862704 1.1406881954623587 1165577779.454957
2.156788144154204e-22 0.48799919351265714 1333.3721860435785 -1.3786839822256542 0.17542181291040465 1165577778.6801498
1.215886656934067e-22 0.1380515132276628 1449.4381676443227 -0.3858991574426689 0.6912486483082779 1165577779.7343025
2.207433566965493e-23 0.10837265563021883 1289.4937070791198 0.6727823751536794 1.2231727794248441 1165577779.662426
2.2779242722959612e-23 0.17844257141179554 1296.803175133645 -0.4790449772987384 0.8340779765461789 1165577779.6948962
1.4493916829579376e-22 0.24140626267719573 1427.5997223765091 0.6807862862638294 1.139737479772957 1165577778.879563
6.534251084513543e-22 0.2958589649588926 1320.3623955128696 1.3700787350498183 1.1071205287751578 1165577778.3441873
2.855742020432079e-22 0.4972444537589295 1358.77658960514 0.771619915842555 0.4431605709721134 1165577778.5013487
1.1221942160420018e-22 0.1619441300214712 1456.546934497951 -0.9907350692838345 1.4058290508469464 1165577779.864445
2.2179547152975932e-23 0.22800811758612627 1421.8170367417274 0.9271853478403127 0.5723771692984413 1165577779.5885947
6.888177875371476e-22 0.14757513223024246 1472.7520319471507 0.027701782272167907 0.6116110563747333 1165577778.7201245
3.770735493062841e-22 0.4471413604631483 1334.9506104287914 -0.4364098362723774 0.3468879309842512 1165577778.6715322
1.9124562581539091e-22 0.30815088462498186 1339.0797935619187 0.42699822163686796 0.25239999752325604 1165577779.9632113
6.144554443875875e-23 0.17791174557455425 1479.532632526991 -1.0254500252803127 0.9721383537318488 1165577779.626922
3.4725718984094373e-23 0.25160133616293534 1359.445659737251 0.47157830275747825 0.7774416343127056 1165577779.2545347
1.5385134590571722e-23 0.31242640098485297 1428.627242776654 -0.8234536372993394 0.6605030498278202 1165577779.9648833
2.3181089243299553e-22 0.24365828795361522 1457.028544045896 -0.12331791386795277 0.572207570347703 1165577779.5466237
5.444611497937907e-23 0.4732536235360254 1337.836726141065 -1.068813004482732 0.3800410322323447 1165577779.8098903
3.680363038684014e-23 0.4299598909780395 1356.5127305620574 -0.7337096579607033 0.9648229546807681 1165577778.4496224
1.273445226590039e-22 0.3691274807667513 1332.4723392833096 0.35551020702881875 0.4127488495280273 1165577779.6650982
8.118050689907842e-22 0.20424077281961278 1383.0068519457766 0.5370787280434612 1.072669367277776 1165577778.2528782
7.271382906491696e-23 0.3583947199174526 1389.0346113794371 -0.6541944072483042 1.0934800359052863 1165577778.5743597
1.5637766706191952e-23 0.496689675433739 1369.803551335957 -0.4063772213667969 0.6227964505815066 1165577778.8481367
1.6333725835189084e-22 0.28911091682647144 1356.8125449570805 0.07988603141000206 0.7521515008268237 1165577778.9121141
1.7120137021969173e-22 0.19161724489064524 1455.9741242838058 -0.2891047837870422 1.0108178895152022 1165577779.8560956
3.3088978871304406e-23 0.4451170336158758 1389.2314931349279 1.5013088946599171 0.4152260971325365 1165577779.4404936
4.1552619399692372e-22 0.4109578687628505 1351.0587434778122 -0.05210886356522004 0.512542597136026 1165577778.2077928
3.1737782998732737e-22 0.4795226422535225 1392.8145441627803 0.9794257175777936 1.2746158398767766 1165577778.2019565
2.3737575991053249e-23 0.2767487727000517 1366.386336448446 0.38261489096028267 0.005686135569520125 1165577778.9303656
4.374520604565029e-23 0.30965363759536413 1396.373001860504 0.930029776783194 1.169342671131032 1165577779.4836938
1.2152238508227797e-23 0.16882336306173734 1356.8988410136615 -0.6865906060567585 1.0437600217802359 1165577779.757671
3.359870738341946e-23 0.2408779398687954 1357.9599518789742 -0.5246876207070326 1.5369809230321267 1165577779.6462517
4.127615745730116e-23 0.2994073452062122 1412.230699064092 -0.982280592548008 0.7499871550494339 1165577779.750862
4.786183714035688e-22 0.10994933927346712 1415.273229310038 0.518676239255143 0.5542512131041022 1165577778.6858747
2.1420275165720917e-23 0.3911425352961177 1406.4211126944124 -0.11457947586542905 0.7242685767043445 1165577779.9498467
1.1618789131839792e-22 0.14469126714796815 1291.9254531827526 -0.5612567058528288 0.582003885750515 1165577779.6031075
7.688992503790827e-23 0.4545712831061717 1299.8355415943447 0.7061092129030095 0.4941149685197101 1165577779.9290135
9.865731529910648e-22 0.13758241525354722 1340.8373827984562 -1.1621204711896898 1.5159978214334802 1165577778.541288
2.4024130771916206e-23 0.16049502907182525 1347.4440907147434 0.5225637569167474 1.4468760118281045 1165577778.9184492
9.2839501400374e-22 0.127810637640288 1405.1519073123156 -0.17877035727594315 1.34504142505768 1165577778.5777779
7.839278917928672e-22 0.055574809809729175 1314.4714076965927 0.9605717348419094 0.013069447653148167 1165577778.9048822
3.618284470211523e-22 0.4891087983467531 1443.2835289002626 -0.04738641718755976 0.33660227595275666 1165577779.789586
2.5582969031805347e-23 0.19747727220598227 1368.7284424573359 1.5189641051445237 0.09932039517258313 1165577779.7206814
2.3487063171722243e-23 0.4675356025991806 1459.2122620913517 -1.4744415813888614 1.043070124236648 1165577779.9365447
4.53939934256424e-23 0.2356754000971772 1429.2044242787365 1.4908017778520906 1.0102620441306898 1165577779.5810626
2.1201438697375543e-22 0.20989388407727927 1417.7355711168148 -0.4455726196303402 0.7073584447428467 1165577778.4678745
1.5346913637330847e-22 0.4829933511928824 1357.5778604980428 -1.0200447345869668 0.38999440713718914 1165577778.7193482
4.1299982929747735e-23 0.18037840912206987 1429.1080635746964 -1.559474874076516 0.7680365686448809 1165577778.9409964
1.4919329155956133e-22 0.4578990064409408 1436.9501864298038 -0.48626327263241964 0.9155161564837275 1165577778.6386917
1.495864739534711e-23 0.28721934867020393 1436.9423287956274 -1.016134044512658 1.0625561571625937 1165577779.6758165
5.684183399891547e-23 0.37937228939022277 1357.7197585479655 0.33529089879215657 1.3498070411023035 1165577778.2592835
7.001340481823552e-22 0.38523024207816303 1393.5366400211608 -1.395601587976199 0.22026853804096336 1165577778.406935
7.530968080536925e-23 0.45652039250632864 1418.6880829332017 1.4582785900047401 1.1021128284340496 1165577779.9773035
5.78548710203855e-22 0.12940433785202343 1292.4616403461198 0.9481439399098659 0.8426224864830558 1165577778.563029
1.736192253081145e-23 0.3578349468374373 1315.8399131972267 1.3925055258723167 0.8249071644437947 1165577779.105611
4.9570930126781697e-23 0.20117494928883 1365.5852587553184 -1.5004630904745795 0.8509504365496666 1165577778.6593385
3.0263016395152217e-22 0.13501193161119857 1456.7595251974585 0.5496064052707146 1.101636553285552 1165577778.7767706
9.659398208050394e-23 0.20174816581171295 1366.83021496898 -0.4727557701891756 0.9845240648619524 1165577778.6556995
1.135698368706525e-22 0.34781795201828036 1321.8237743816646 0.12111122443702849 0.3556124481381467 1165577779.0991008
1.7629851567368675e-22 0.3174314426090379 1443.5710179782752 0.7958582269728898 0.27755769780929246 1165577779.2164059
2.6721806152645715e-23 0.16085212935345505 1304.999405966016 1.5456905820318951 0.20753636386236846 1165577779.7284334
2.565451418279549e-23 0.4897450306403392 1330.0577189664996 0.9743901868257026 0.7217849443074597 1165577779.1019847
3.5027417762838177e-23 0.41502142223701455 1398.6501549093612 0.8670713525231126 1.3599727899196412 1165577779.7476227
3.6851335085509707e-22 0.16349293967514889 1389.8586871723976 0.18532900004532826 1.237994497705245 1165577778.4629912
6.760307164376194e-23 0.30352671487210087 1458.4783649697285 0.29694525232975844 0.9040615389378074 1165577778.6679862
1.3824036993597224e-22 0.3033263122442339 1322.541310359225 1.2532996072429743 1.133024878087852 1165577778.4603117
1.9911033921539234e-23 0.4616659850989316 1380.509482886199 -1.3052391020443639 0.5240440563526932 1165577779.4377728
1.5928097731290678e-23 0.1156643135585402 1359.237896952469 0.3713494452949888 1.4043930978913453 1165577779.3347495
4.1433196496612715e-23 0.4093975633356011 1450.6347759073872 -0.7751281038587738 1.4780135554259983 1165577778.185552
8.174169287654417e-23 0.15238278239148673 1403.2207836262364 -1.0496370412247331 1.3423742871342954 1165577779.8047938
2.5304988936475258e-23 0.12027163043575459 1403.4289213821837 -1.3881425018105813 1.0702397852331664 1165577779.4561725
4.4141407498968107e-23 0.4808199790544971 1441.9491148832067 -1.1414120750227679 1.5165677962903974 1165577778.0701945
4.3547460237336474e-23 0.23701319360361978 1369.646815944941 -1.2106982452055506 0.8510377703032715 1165577778.5867739
7.342553589245464e-22 0.11164913049810163 1301.7735028125114 -1.3731530963481215 0.38387766899089376 1165577778.7166145
9.205997340357952e-23 0.3572597038130662 1299.9446275880691 0.8897708460869853 0.27820886687507357 1165577779.5194838
3.722421225449744e-23 0.4815745879723956 1416.7054630780883 -1.4949402568506138 0.10709583594574584 1165577779.6898913
3.0273606345319056e-23 0.35785985000447296 1310.0601046432091 0.14195512236931274 0.5702362983004576 1165577778.5778697
3.7782910850756005e-23 0.27974352636534094 1294.6053031443923 -0.3377290387327627 0.9951376925072091 1165577779.9876707
7.906354416887042e-23 0.3145338214237701 1460.2881889236512 0.9456102121682717 1.3168712083295069 1165577778.7899423
2.8452475374353907e-23 0.4776536738977145 1414.9385035261525 0.013414951022234778 0.5908158522230365 1165577778.809976
1.496405656400539e-23 0.27950348413692067 1347.5485695948175 -1.4601800568025327 1.1371493671161215 1165577779.2396114
3.300624785444595e-22 0.2190949051484794 1445.7938580073458 0.8775747671008198 1.2760311569270222 1165577778.0832937
2.4094250387300057e-22 0.17383555255943353 1418.4658225537185 1.033840154993717 1.4337745913931703 1165577778.477519
1.9694777812127387e-23 0.3935158189388319 1336.6577631665796 0.9599350449725654 1.235206602490591 1165577778.9845712
9.241669321765105e-23 0.4487405992694681 1391.5985828279981 1.048509290776349 0.5196606752132789 1165577779.229277
1.3690204663064276e-22 0.4023783299962358 1442.0546332268477 1.5409173443706243 0.2838334991898863 1165577778.804614
1.6340392805915934e-23 0.4372566677702283 1425.1724221084673 -0.23560371628082644 1.469471057998466 1165577779.0230803
7.853532612628189e-23 0.41929808453962325 1444.2981261260943 -0.06043068819530051 1.4826381211732296 1165577779.6633568
3.970922620127e-23 0.16226477950776494 1414.8841051792444 1.341724034888776 1.5425388114254406 1165577778.8980248
1.8321183429891771e-22 0.41576617372845626 1426.4072409468984 0.2574235299435452 0.4910419445171485 1165577779.7609599
4.8423202015207766e-23 0.2779451311784202 1289.1537944596332 -1.5403985997866352 0.7867007220878526 1165577779.8427644
3.559930936035222e-23 0.49853898854762063 1324.912331915489 -0.5853868146570118 1.0434651764002072 1165577778.326864
4.333226914319853e-22 0.28907889009016025 1307.6592529161367 -0.8094952578046329 0.0960480878734043 1165577778.0059483
4.375620986792338e-22 0.2469030376910974 1315.8727477849566 -0.40187913155788446 0.6401246811592798 1165577778.5090659
2.321503385689033e-22 0.4298945622696431 1315.3106473356652 0.03608881720777868 0.32604257526103747 1165577778.9847288
3.43754021023379e-23 0.11369231014077076 1397.5392994585277 1.5263049547827303 1.3581268981418508 1165577779.1291366
3.082751580026614e-23 0.16735826330739073 1432.948597651171 1.5540602426734007 0.4650645949600152 1165577779.3209262
6.273598448450019e-22 0.44561205289701555 1435.1029685822837 -0.25791459897082625 1.4532188148508665 1165577778.5337877
4.0215906544387524e-23 0.33194650012257154 1435.3401054124843 0.9366519600946814 0.7859123992202973 1165577779.695909
5.338998742684105e-23 0.4322915083730178 1340.2807998562864 -0.4861964539994652 0.774851833837183 1165577778.4092321
1.1579040756795267e-22 0.4287480625741937 1481.6900814436433 0.151490703186959 0.6309255675551604 1165577779.5342774
4.060555602690666e-23 0.07671660749175817 1441.8373626763682 0.07734126454791612 0.8331278732746946 1165577779.4265542
9.573709430394656e-22 0.41287829464569653 1480.019333612054 -0.6889262580712653 0.4271641138046288 1165577778.2309103
6.252406298400915e-23 0.12326090721841072 1357.2151520483048 -1.1599994191548146 0.15184546069076735 1165577779.0764768
2.535416219176767e-23 0.49966922457142543 1427.4638746027956 -0.4855446874104332 0.6905641961649545 1165577778.7899482
6.424249248135884e-22 0.20080169620309513 1347.97734248692 1.0276755623704128 0.6686685584966724 1165577778.1863065
1.1257296779333754e-22 0.3716311812252755 1410.6208144396705 -0.6258647330942302 0.16986961429461758 1165577778.3671975
